timer	TimeStampUTC	Longitude	Latitude	Altitude	horAccuracy	verAccuracy
53999	1266800896935	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
54695	1266800896936	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
55395	1266800896936	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
56081	1266800899057	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
56762	1266800899058	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
57439	1266800899058	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
58207	1266800901151	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
58766	1266800901151	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
59371	1266800901151	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
60050	1266800903253	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
60731	1266800903253	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
61420	1266800903253	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
62102	1266800905318	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
62783	1266800905320	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
63457	1266800905320	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
64173	1266800907425	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
64852	1266800907428	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
65535	1266800907428	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
66213	1266800909506	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
66884	1266800909507	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
67565	1266800909507	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
68247	1266800911614	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
68937	1266800911615	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
69616	1266800911615	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
70320	1266800913678	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
71005	1266800913679	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
71697	1266800913679	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
72378	1266800915776	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
73068	1266800915777	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
73744	1266800915777	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
74424	1266800917862	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
75106	1266800917863	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
76181	1266800917863	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
76858	1266800919978	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
77526	1266800919979	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
78210	1266800919979	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
78896	1266800922058	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
79572	1266800922059	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
80248	1266800922059	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
80946	1266800924166	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
81627	1266800924168	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
82308	1266800924168	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
82990	1266800926249	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
84514	1266800926250	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
85209	1266800928328	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
85997	1266800928329	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
86690	1266800928329	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
87372	1266800930396	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
88062	1266800930397	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
88743	1266800931669	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
89890	1266800932479	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
92051	1266800934567	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
94729	1266800936643	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
95374	1266800938722	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
96005	1266800938723	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
96533	1266800939579	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
97044	1266800940234	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
97575	1266800940873	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
98082	1266800941503	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
98594	1266800941508	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
99112	1266800941508	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
99636	1266800942886	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
100165	1266800943420	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
100681	1266800944069	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
101192	1266800944070	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
101726	1266800944962	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
102237	1266800944963	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
102759	1266800944963	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
103270	1266800944963	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
103780	1266800947045	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
104287	1266800947047	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
104799	1266800947047	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
105304	1266800947047	-122.158847383	47.771009233	14.000000000	47.421633550	70.281001376
105815	1266800949161	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
106331	1266800949854	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
106846	1266800949855	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
107365	1266800949855	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
107883	1266800951207	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
108387	1266800951208	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
108898	1266800951208	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
109402	1266800952489	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
109912	1266800953276	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
110418	1266800953277	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
110926	1266800953277	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
111437	1266800953277	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
111948	1266800953277	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
112461	1266800955586	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
112971	1266800956329	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
113482	1266800956330	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
113993	1266800956330	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
114518	1266800957666	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
115024	1266800957668	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
115534	1266800957668	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
116039	1266800957668	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
116548	1266800959737	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
117070	1266800959742	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
117621	1266800959742	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
118144	1266800959742	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
118652	1266800961833	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
119159	1266800961833	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
119711	1266800961833	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
121452	1266800964603	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
121960	1266800965248	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
122484	1266800965970	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
123005	1266800965972	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
123524	1266800965972	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
124057	1266800967171	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
124572	1266800968035	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
125084	1266800968440	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
125593	1266800968440	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
126106	1266800968440	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
126619	1266800970111	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
127130	1266800970111	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
127642	1266800970111	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
128151	1266800971670	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
128660	1266800971673	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
129174	1266800972404	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
129678	1266800972405	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
130189	1266800972405	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
130699	1266800972405	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
131211	1266800974525	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
131722	1266800974527	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
132227	1266800974527	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
132741	1266800975867	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
133258	1266800976624	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
133760	1266800976625	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
134267	1266800976625	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
134776	1266800976625	-122.159205867	47.771138333	20.000000000	47.421633550	70.281001376
135281	1266800978738	-122.159443350	47.771184617	20.000000000	47.421633550	70.281001376
135799	1266800978739	-122.159443350	47.771184617	20.000000000	47.421633550	70.281001376
136308	1266800978739	-122.159443350	47.771184617	20.000000000	47.421633550	70.281001376
136814	1266800978739	-122.159443350	47.771184617	20.000000000	47.421633550	70.281001376
137323	1266800978739	-122.159443350	47.771184617	20.000000000	47.421633550	70.281001376
137834	1266800981277	-122.159464217	47.771179300	20.000000000	47.421633550	70.281001376
138346	1266800981278	-122.159464217	47.771179300	20.000000000	47.421633550	70.281001376
138862	1266800981278	-122.159464217	47.771179300	20.000000000	47.421633550	70.281001376
139386	1266800982641	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
139893	1266800983382	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
140406	1266800983382	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
140914	1266800983382	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
141433	1266800983382	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
141948	1266800985443	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
142454	1266800985444	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
142966	1266800985444	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
143469	1266800985444	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
143979	1266800985444	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
144500	1266800987537	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
145013	1266800987537	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
145529	1266800989036	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
146045	1266800989036	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
146560	1266800989036	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
147066	1266800989036	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
147578	1266800989036	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
148079	1266800989036	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
148603	1266800991688	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
149116	1266800991689	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
149635	1266800991689	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
150136	1266800991689	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
150647	1266800993776	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
151153	1266800993777	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
151658	1266800993777	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
152168	1266800993777	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
152673	1266800995890	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
153181	1266800995890	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
153687	1266800995890	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
154195	1266800995890	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
154702	1266800997993	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
155212	1266800997994	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
155725	1266800997994	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
156229	1266800997994	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
156764	1266801000072	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
158065	1266801000072	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
158591	1266801000072	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
159110	1266801002167	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
159636	1266801003125	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
160151	1266801003126	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
160665	1266801003126	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
161173	1266801004265	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
161682	1266801004266	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
162184	1266801004266	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
162690	1266801004266	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
163215	1266801006334	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
163736	1266801006335	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
164260	1266801007593	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
164771	1266801007594	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
165284	1266801008446	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
165803	1266801008447	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
166314	1266801009518	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
166825	1266801009520	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
167342	1266801010528	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
167844	1266801010530	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
168357	1266801010530	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
168863	1266801010530	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
169375	1266801012622	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
169892	1266801012623	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
170397	1266801012623	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
170903	1266801014019	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
171413	1266801014732	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
171926	1266801014733	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
172438	1266801014733	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
172957	1266801014733	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
173459	1266801016810	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
173994	1266801016816	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
174515	1266801017520	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
175026	1266801018226	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
175538	1266801018227	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
176047	1266801018227	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
176560	1266801018227	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
177066	1266801020281	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
177572	1266801020281	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
178084	1266801020281	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
178593	1266801020281	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
179105	1266801022377	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
179627	1266801023075	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
180149	1266801023076	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
180650	1266801023076	-122.159480983	47.771174600	21.000000000	47.421633550	70.281001376
181160	1266801024444	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
181678	1266801024445	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
182202	1266801024445	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
182715	1266801024445	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
183225	1266801026550	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
183737	1266801026551	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
184260	1266801027272	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
184767	1266801027951	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
185274	1266801028686	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
185783	1266801028687	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
186291	1266801028687	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
186801	1266801028687	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
187305	1266801030778	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
187815	1266801030779	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
188327	1266801031505	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
188832	1266801031506	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
189346	1266801031506	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
189869	1266801031506	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
190380	1266801033637	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
190904	1266801034311	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
191414	1266801034312	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
191919	1266801035022	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
192426	1266801035748	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
192927	1266801035749	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
193433	1266801035749	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
193952	1266801035749	-122.159606967	47.770914283	25.000000000	47.421633550	70.281001376
194467	1266801037865	-122.159792600	47.770910667	24.000000000	47.421633550	70.281001376
194979	1266801037866	-122.159792600	47.770910667	24.000000000	47.421633550	70.281001376
195489	1266801037866	-122.159792600	47.770910667	24.000000000	47.421633550	70.281001376
196004	1266801037866	-122.159792600	47.770910667	24.000000000	47.421633550	70.281001376
196514	1266801039989	-122.159860117	47.770921250	24.000000000	47.421633550	70.281001376
197031	1266801039989	-122.159860117	47.770921250	24.000000000	47.421633550	70.281001376
197653	1266801039989	-122.159860117	47.770921250	24.000000000	47.421633550	70.281001376
198162	1266801039989	-122.159860117	47.770921250	24.000000000	47.421633550	70.281001376
198672	1266801042105	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
199177	1266801042106	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
199686	1266801042802	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
200196	1266801042802	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
200706	1266801044199	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
201211	1266801044199	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
201724	1266801044199	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
202236	1266801044199	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
202760	1266801044199	-122.159926300	47.770933750	24.000000000	47.421633550	70.281001376
